Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Tioga,09/15/2020,0,0.3,54,40763,0,0.7,132.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Luzerne,06/22/2020,3,5,2883,317646,0.9,1.6,907.6,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Montgomery,09/24/2020,29,33.3,12120,828604,3.5,4,1462.7,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Fulton,06/02/2020,0,0,15,14523,0,0,103.3,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Westmoreland,04/21/2020,6,8.4,302,350611,1.7,2.4,86.1,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Clarion,09/20/2020,0,0.3,114,38779,0,0.7,294,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Clearfield,10/30/2020,9,8.6,499,79388,11.3,10.8,628.6,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Bedford,03/14/2020,0,0,0,48176,0,0,0,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Forest,07/04/2020,0,0,7,7279,0,0,96.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Jefferson,07/14/2020,0,1.1,44,43641,0,2.6,100.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Montgomery,09/19/2020,32,46.4,11959,828604,3.9,5.6,1443.3,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Crawford,11/06/2020,15,19.3,706,85063,17.6,22.7,830,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Butler,05/18/2020,3,1.4,207,187888,1.6,0.8,110.2,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Butler,08/05/2020,14,6.4,638,187888,7.5,3.4,339.6,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Erie,09/12/2020,0,4.4,1434,272061,0,1.6,527.1,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Pike,10/31/2020,1,2.6,637,55933,1.8,4.6,1138.9,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Wyoming,10/22/2020,3,2,111,27046,11.1,7.4,410.4,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Lancaster,07/22/2020,36,36.3,5206,543557,6.6,6.7,957.8,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Washington,08/16/2020,14,9,922,207346,6.8,4.3,444.7,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Huntingdon,09/22/2020,0,0.9,402,45168,0,1.9,890,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Northampton,06/19/2020,20,10.3,3310,304807,6.6,3.4,1085.9,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Wyoming,11/15/2020,3,10.4,312,27046,11.1,38.6,1153.6,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Blair,05/10/2020,1,0.6,33,122492,0.8,0.5,26.9,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Clearfield,05/19/2020,0,0.3,35,79388,0,0.4,44.1,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Susquehanna,06/24/2020,0,0.7,179,40589,0,1.8,441,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Jefferson,10/28/2020,11,6.4,199,43641,25.2,14.7,456,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Northumberland,11/04/2020,37,18.7,1689,91083,40.6,20.5,1854.4,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lycoming,08/07/2020,12,7,382,113664,10.6,6.2,336.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Greene,03/02/2020,0,,0,36506,0,,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Susquehanna,10/02/2020,3,1.6,307,40589,7.4,3.9,756.4,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Lawrence,05/05/2020,1,0.6,68,86184,1.2,0.7,78.9,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Monroe,04/09/2020,35,51.1,766,169507,20.6,30.2,451.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Westmoreland,10/04/2020,48,31.7,2473,350611,13.7,9,705.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Huntingdon,03/01/2020,0,,0,45168,0,,0,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Pennsylvania,11/01/2020,1975,2308.1,212639,12807060,15.4,18,1660.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Franklin,06/19/2020,8,5.4,879,154835,5.2,3.5,567.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Wayne,10/13/2020,1,1,268,51276,2,2,522.7,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Venango,10/08/2020,2,2.4,115,51266,3.9,4.7,224.3,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Forest,11/23/2020,0,4,57,7279,0,55,783.1,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Franklin,06/17/2020,3,4.4,857,154835,1.9,2.9,553.5,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Luzerne,05/10/2020,8,24.4,2463,317646,2.5,7.7,775.4,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Dauphin,03/06/2020,0,,0,277097,0,,0,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Potter,06/29/2020,0,0.3,15,16622,0,1.7,90.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Northumberland,07/14/2020,2,2.6,354,91083,2.2,2.8,388.7,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lancaster,11/24/2020,349,304.1,15047,543557,64.2,56,2768.2,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Bedford,09/03/2020,0,1.3,178,48176,0,2.7,369.5,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Northumberland,09/04/2020,23,14,766,91083,25.3,15.4,841,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Allegheny,11/08/2020,270,228.1,17641,1218452,22.2,18.7,1447.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Union,05/27/2020,0,0.6,56,44785,0,1.3,125,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Cambria,09/11/2020,3,3.9,525,131730,2.3,2.9,398.5,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Montgomery,05/09/2020,145,95.1,5577,828604,17.5,11.5,673.1,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Bradford,05/08/2020,0,0.1,40,60833,0,0.2,65.8,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Perry,05/14/2020,0,0.3,37,46139,0,0.6,80.2,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Wyoming,06/30/2020,0,0.1,40,27046,0,0.5,147.9,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Forest,06/08/2020,0,0,7,7279,0,0,96.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Monroe,09/21/2020,5,1.9,1780,169507,2.9,1.1,1050.1,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Northumberland,03/14/2020,0,0,0,91083,0,0,0,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Clinton,05/02/2020,0,1.6,34,38684,0,4.1,87.9,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Elk,09/29/2020,0,0.9,79,30169,0,2.8,261.9,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Cameron,10/28/2020,0,0.1,9,4492,0,3.2,200.4,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Clearfield,07/30/2020,8,3,134,79388,10.1,3.8,168.8,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Northumberland,10/21/2020,23,22.1,1469,91083,25.3,24.3,1612.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Delaware,05/04/2020,71,121.9,4489,564751,12.6,21.6,794.9,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Cameron,12/02/2020,1,0.9,30,4492,22.3,19.1,667.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cumberland,07/14/2020,18,9.1,991,251423,7.2,3.6,394.2,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Snyder,09/13/2020,2,3,211,40540,4.9,7.4,520.5,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lehigh,06/03/2020,14,14,3811,368100,3.8,3.8,1035.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Carbon,12/02/2020,38,38.7,1464,64227,59.2,60.3,2279.4,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Cameron,04/14/2020,0,0,1,4492,0,0,22.3,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Chester,08/11/2020,39,28.6,5202,522046,7.5,5.5,996.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Chester,03/09/2020,0,0,0,522046,0,0,0,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Mckean,07/22/2020,0,0.6,27,40968,0,1.4,65.9,,,,
Lehigh,09/08/2020,21,15.3,5333,368100,5.7,4.2,1448.8,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Wyoming,09/17/2020,0,0.1,74,27046,0,0.5,273.6,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Huntingdon,07/17/2020,1,1.6,269,45168,2.2,3.5,595.6,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Chester,05/17/2020,42,36.4,2214,522046,8,7,424.1,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Schuylkill,05/29/2020,6,6.3,625,142067,4.2,4.4,439.9,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Allegheny,11/25/2020,745,565.3,26018,1218452,61.1,46.4,2135.3,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Carbon,12/03/2020,96,42.4,1560,64227,149.5,66.1,2428.9,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Lawrence,12/05/2020,56,65.6,2654,86184,65,76.1,3079.5,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Lancaster,11/14/2020,232,195.7,12244,543557,42.7,36,2252.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Wayne,03/05/2020,0,,0,51276,0,,0,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Philadelphia,09/05/2020,81,137.9,30128,1584138,5.1,8.7,1901.9,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Northampton,11/06/2020,84,63.1,6021,304807,27.6,20.7,1975.3,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Clinton,06/16/2020,0,0.4,64,38684,0,1.1,165.4,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Northumberland,11/15/2020,8,25.9,1949,91083,8.8,28.4,2139.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Potter,03/13/2020,0,0,0,16622,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Cameron,11/30/2020,1,1,27,4492,22.3,22.3,601.1,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Forest,11/06/2020,0,0.1,20,7279,0,2,274.8,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Adams,07/21/2020,3,3.3,424,102811,2.9,3.2,412.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Clinton,06/02/2020,0,0.7,60,38684,0,1.8,155.1,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Jefferson,04/30/2020,0,0.1,6,43641,0,0.3,13.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Butler,09/28/2020,9,6.6,1065,187888,4.8,3.5,566.8,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Lehigh,09/20/2020,12,13.6,5499,368100,3.3,3.7,1493.9,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lycoming,08/25/2020,4,5.9,496,113664,3.5,5.2,436.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Potter,11/21/2020,13,6,146,16622,78.2,36.1,878.4,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Elk,09/19/2020,0,0,71,30169,0,0,235.3,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Delaware,08/25/2020,37,45.1,10189,564751,6.6,8,1804.2,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Susquehanna,11/30/2020,7,7,629,40589,17.2,17.2,1549.7,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Cambria,06/17/2020,0,0,63,131730,0,0,47.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Tioga,04/04/2020,0,0.3,3,40763,0,0.7,7.4,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lawrence,10/29/2020,12,16.7,918,86184,13.9,19.4,1065.2,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Northumberland,06/17/2020,18,5.3,255,91083,19.8,5.8,280,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Mifflin,04/13/2020,0,1.1,14,46222,0,2.5,30.3,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Huntingdon,09/09/2020,1,1.7,391,45168,2.2,3.8,865.7,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Chester,06/01/2020,33,47.9,2825,522046,6.3,9.2,541.1,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Cambria,10/21/2020,16,18.3,940,131730,12.1,13.9,713.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Warren,08/20/2020,2,0.4,25,39498,5.1,1.1,63.3,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Columbia,10/17/2020,1,2.7,1024,65456,1.5,4.1,1564.4,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Blair,04/19/2020,1,0.6,16,122492,0.8,0.5,13.1,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Indiana,09/19/2020,22,16.1,646,84501,26,19.1,764.5,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Tioga,05/19/2020,0,0,16,40763,0,0,39.3,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Luzerne,06/08/2020,4,6.1,2805,317646,1.3,1.9,883.1,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Monroe,06/24/2020,3,3.7,1395,169507,1.8,2.2,823,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Warren,06/14/2020,0,0,5,39498,0,0,12.7,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Indiana,11/26/2020,37,52,2448,84501,43.8,61.5,2897,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Fulton,03/06/2020,0,,0,14523,0,,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Forest,10/05/2020,0,0,15,7279,0,0,206.1,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Tioga,08/14/2020,0,0.4,43,40763,0,1.1,105.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Luzerne,04/25/2020,44,38.1,2044,317646,13.9,12,643.5,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Snyder,08/25/2020,5,2.3,151,40540,12.3,5.6,372.5,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Franklin,10/24/2020,14,18.1,2116,154835,9,11.7,1366.6,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Indiana,09/21/2020,10,14.1,660,84501,11.8,16.7,781.1,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Venango,09/19/2020,1,0.6,83,51266,2,1.1,161.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Dauphin,10/13/2020,25,34.6,4258,277097,9,12.5,1536.6,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Montour,08/17/2020,3,1.6,115,18240,16.4,8.6,630.5,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Fayette,05/30/2020,0,0,100,130441,0,0,76.7,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Indiana,08/16/2020,0,5,361,84501,0,5.9,427.2,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Wyoming,12/04/2020,4,7,505,27046,14.8,25.9,1867.2,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Snyder,07/24/2020,1,1.1,90,40540,2.5,2.8,222,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Chester,08/24/2020,26,18.1,5496,522046,5,3.5,1052.8,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Blair,08/29/2020,14,7.3,460,122492,11.4,5.9,375.5,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Perry,10/10/2020,4,4.1,276,46139,8.7,9,598.2,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Northampton,05/09/2020,22,33.6,2578,304807,7.2,11,845.8,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Allegheny,10/06/2020,33,80.3,12905,1218452,2.7,6.6,1059.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Tioga,06/18/2020,0,0,21,40763,0,0,51.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Clarion,03/06/2020,0,,0,38779,0,,0,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Clearfield,04/02/2020,1,0.4,5,79388,1.3,0.5,6.3,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Bradford,10/04/2020,20,12.3,249,60833,32.9,20.2,409.3,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Pike,05/22/2020,0,1.9,474,55933,0,3.3,847.4,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Pike,04/23/2020,11,6.7,354,55933,19.7,12,632.9,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Cameron,05/24/2020,0,0,2,4492,0,0,44.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Fulton,09/06/2020,0,0.6,38,14523,0,3.9,261.7,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Luzerne,11/04/2020,75,63.9,5880,317646,23.6,20.1,1851.1,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Pike,06/23/2020,0,0.4,488,55933,0,0.8,872.5,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Indiana,04/06/2020,4,2.1,21,84501,4.7,2.5,24.9,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
York,05/10/2020,11,11,802,448273,2.5,2.5,178.9,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Bedford,04/10/2020,1,0.3,5,48176,2.1,0.6,10.4,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Pike,10/04/2020,4,2.7,597,55933,7.2,4.9,1067.3,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Jefferson,11/25/2020,28,25.3,674,43641,64.2,57.9,1544.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Bradford,04/02/2020,0,0.9,8,60833,0,1.4,13.2,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Fayette,05/11/2020,1,0.3,93,130441,0.8,0.2,71.3,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Armstrong,10/22/2020,18,10.3,622,65263,27.6,15.8,953.1,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Greene,09/21/2020,3,2.9,185,36506,8.2,7.8,506.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lawrence,10/17/2020,6,12.3,711,86184,7,14.3,825,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Bucks,05/08/2020,100,96.7,4014,628195,15.9,15.4,639,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Schuylkill,06/17/2020,4,4.4,706,142067,2.8,3.1,496.9,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Lycoming,05/03/2020,1,4.3,100,113664,0.9,3.8,88,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Carbon,05/14/2020,1,2.3,213,64227,1.6,3.6,331.6,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Washington,05/28/2020,1,0.3,142,207346,0.5,0.1,68.5,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Juniata,08/03/2020,1,0.4,127,24704,4,1.7,514.1,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Mifflin,03/15/2020,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Union,10/06/2020,4,15.1,582,44785,8.9,33.8,1299.5,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Huntingdon,10/24/2020,17,24.4,870,45168,37.6,54.1,1926.1,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Lehigh,09/03/2020,13,12.1,5255,368100,3.5,3.3,1427.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Schuylkill,04/13/2020,12,12.6,218,142067,8.4,8.8,153.4,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Schuylkill,07/04/2020,0,2.1,759,142067,0,1.5,534.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Huntingdon,04/30/2020,2,3,42,45168,4.4,6.6,93,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Sullivan,11/22/2020,0,1.4,45,6071,0,23.5,741.2,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Huntingdon,05/29/2020,2,0.4,230,45168,4.4,0.9,509.2,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Armstrong,08/01/2020,2,3.4,187,65263,3.1,5.3,286.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Lancaster,10/01/2020,56,47.1,8117,543557,10.3,8.7,1493.3,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lackawanna,03/12/2020,0,0,0,210793,0,0,0,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Pike,09/10/2020,3,1.1,552,55933,5.4,2,986.9,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
York,06/03/2020,1,8.7,1041,448273,0.2,1.9,232.2,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Somerset,09/29/2020,2,1.1,219,73952,2.7,1.5,296.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Northampton,05/03/2020,21,50.4,2364,304807,6.9,16.5,775.6,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Bucks,09/17/2020,34,35,8462,628195,5.4,5.6,1347,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Union,09/25/2020,7,2.9,469,44785,15.6,6.4,1047.2,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Washington,10/30/2020,38,41.4,2137,207346,18.3,20,1030.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Luzerne,05/01/2020,36,35.7,2250,317646,11.3,11.2,708.3,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Mercer,06/24/2020,2,0.7,124,110683,1.8,0.6,112,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Dauphin,09/05/2020,21,22.3,3453,277097,7.6,8,1246.1,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Cameron,11/03/2020,0,0.7,14,4492,0,15.9,311.7,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cambria,07/02/2020,6,3,93,131730,4.6,2.3,70.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Westmoreland,08/21/2020,21,15.3,1724,350611,6,4.4,491.7,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Venango,05/10/2020,0,0,8,51266,0,0,15.6,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lackawanna,11/15/2020,14,38,4380,210793,6.6,18,2077.9,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Franklin,05/22/2020,9,13.9,716,154835,5.8,8.9,462.4,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Wayne,08/25/2020,1,1,174,51276,2,2,339.3,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Elk,11/20/2020,10,11.9,425,30169,33.1,39.3,1408.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Lehigh,04/07/2020,189,137.4,1392,368100,51.3,37.3,378.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lycoming,04/18/2020,1,2.3,44,113664,0.9,2,38.7,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Bedford,07/30/2020,1,2.1,129,48176,2.1,4.4,267.8,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Lawrence,03/23/2020,0,0,0,86184,0,0,0,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Sullivan,04/24/2020,0,0,1,6071,0,0,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Bradford,08/22/2020,0,0.3,100,60833,0,0.5,164.4,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Columbia,11/14/2020,1,11.7,1215,65456,1.5,17.9,1856.2,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
